Using CUDA...
Writing logs to logs/CNN_bn_epochs=50_dropout=0.5_bs=32_optim=AdamW_decay=1e-05_lr=0.001_momentum=0.9_mode=LMC_run_0
epoch: [0], step: [299/1581], batch loss: 1.59740, batch accuracy: 56.25, data load time: 0.00028, step time: 0.01768,
epoch: [0], step: [599/1581], batch loss: 1.04501, batch accuracy: 65.62, data load time: 0.00053, step time: 0.00984,
epoch: [0], step: [899/1581], batch loss: 0.77688, batch accuracy: 75.00, data load time: 0.00021, step time: 0.00955,
epoch: [0], step: [1199/1581], batch loss: 0.76154, batch accuracy: 78.12, data load time: 0.00558, step time: 0.01167,
epoch: [0], step: [1499/1581], batch loss: 0.78111, batch accuracy: 68.75, data load time: 0.00021, step time: 0.01063,
epoch: [1], step: [218/1581], batch loss: 0.37249, batch accuracy: 81.25, data load time: 0.00024, step time: 0.01701,
epoch: [1], step: [518/1581], batch loss: 0.61771, batch accuracy: 87.50, data load time: 0.00076, step time: 0.01150,
epoch: [1], step: [818/1581], batch loss: 0.81974, batch accuracy: 81.25, data load time: 0.00022, step time: 0.00991,
epoch: [1], step: [1118/1581], batch loss: 0.44914, batch accuracy: 75.00, data load time: 0.00023, step time: 0.01515,
epoch: [1], step: [1418/1581], batch loss: 0.84945, batch accuracy: 71.88, data load time: 0.00032, step time: 0.01037,
epoch: [2], step: [137/1581], batch loss: 0.79512, batch accuracy: 75.00, data load time: 0.00025, step time: 0.01069,
epoch: [2], step: [437/1581], batch loss: 0.22929, batch accuracy: 100.00, data load time: 0.00022, step time: 0.01011,
epoch: [2], step: [737/1581], batch loss: 0.30120, batch accuracy: 87.50, data load time: 0.00023, step time: 0.01481,
epoch: [2], step: [1037/1581], batch loss: 0.20519, batch accuracy: 90.62, data load time: 0.00024, step time: 0.00962,
epoch: [2], step: [1337/1581], batch loss: 0.31627, batch accuracy: 84.38, data load time: 0.00025, step time: 0.00997,
epoch: [3], step: [56/1581], batch loss: 0.24934, batch accuracy: 93.75, data load time: 0.00022, step time: 0.00994,
epoch: [3], step: [356/1581], batch loss: 0.31166, batch accuracy: 84.38, data load time: 0.00023, step time: 0.01616,
epoch: [3], step: [656/1581], batch loss: 0.28215, batch accuracy: 87.50, data load time: 0.00023, step time: 0.01032,
epoch: [3], step: [956/1581], batch loss: 0.25569, batch accuracy: 90.62, data load time: 0.00022, step time: 0.01256,
epoch: [3], step: [1256/1581], batch loss: 0.18338, batch accuracy: 93.75, data load time: 0.00022, step time: 0.00923,
epoch: [3], step: [1556/1581], batch loss: 0.13110, batch accuracy: 93.75, data load time: 0.00012, step time: 0.00862,
epoch: [4], step: [275/1581], batch loss: 0.05128, batch accuracy: 100.00, data load time: 0.00024, step time: 0.01691,
epoch: [4], step: [575/1581], batch loss: 0.08471, batch accuracy: 96.88, data load time: 0.00022, step time: 0.00959,
epoch: [4], step: [875/1581], batch loss: 0.11106, batch accuracy: 90.62, data load time: 0.00024, step time: 0.01105,
epoch: [4], step: [1175/1581], batch loss: 0.26223, batch accuracy: 93.75, data load time: 0.00400, step time: 0.00950,
epoch: [4], step: [1475/1581], batch loss: 0.16579, batch accuracy: 90.62, data load time: 0.00021, step time: 0.01446,
validation loss: 1.17261, accuracy: 68.17, class_accuracy: [51.69491525423729, 86.84210526315789, 66.66666666666667, 74.33628318584071, 90.67796610169492, 56.88073394495413, 97.14285714285714, 76.10619469026548, 48.97959183673469, 61.86440677966102]
epoch: [5], step: [194/1581], batch loss: 0.05948, batch accuracy: 96.88, data load time: 0.00024, step time: 0.01517,
epoch: [5], step: [494/1581], batch loss: 0.28267, batch accuracy: 93.75, data load time: 0.00022, step time: 0.01929,
epoch: [5], step: [794/1581], batch loss: 0.15161, batch accuracy: 96.88, data load time: 0.00023, step time: 0.01679,
epoch: [5], step: [1094/1581], batch loss: 0.02963, batch accuracy: 100.00, data load time: 0.00337, step time: 0.01255,
epoch: [5], step: [1394/1581], batch loss: 0.10455, batch accuracy: 93.75, data load time: 0.00022, step time: 0.01481,
epoch: [6], step: [113/1581], batch loss: 0.14056, batch accuracy: 90.62, data load time: 0.00021, step time: 0.01097,
epoch: [6], step: [413/1581], batch loss: 0.11949, batch accuracy: 93.75, data load time: 0.00024, step time: 0.01867,
epoch: [6], step: [713/1581], batch loss: 0.17218, batch accuracy: 93.75, data load time: 0.00022, step time: 0.01626,
epoch: [6], step: [1013/1581], batch loss: 0.04076, batch accuracy: 100.00, data load time: 0.00390, step time: 0.01194,
epoch: [6], step: [1313/1581], batch loss: 0.09918, batch accuracy: 93.75, data load time: 0.00573, step time: 0.01164,
epoch: [7], step: [32/1581], batch loss: 0.04139, batch accuracy: 100.00, data load time: 0.00020, step time: 0.01144,
epoch: [7], step: [332/1581], batch loss: 0.11031, batch accuracy: 96.88, data load time: 0.00025, step time: 0.01020,
epoch: [7], step: [632/1581], batch loss: 0.06218, batch accuracy: 96.88, data load time: 0.00023, step time: 0.01547,
epoch: [7], step: [932/1581], batch loss: 0.06285, batch accuracy: 100.00, data load time: 0.00569, step time: 0.01087,
epoch: [7], step: [1232/1581], batch loss: 0.06247, batch accuracy: 96.88, data load time: 0.00023, step time: 0.00985,
epoch: [7], step: [1532/1581], batch loss: 0.03023, batch accuracy: 100.00, data load time: 0.00018, step time: 0.00944,
epoch: [8], step: [251/1581], batch loss: 0.17598, batch accuracy: 96.88, data load time: 0.00023, step time: 0.01051,
epoch: [8], step: [551/1581], batch loss: 0.08175, batch accuracy: 93.75, data load time: 0.00117, step time: 0.00966,
epoch: [8], step: [851/1581], batch loss: 0.06896, batch accuracy: 96.88, data load time: 0.00562, step time: 0.01195,
epoch: [8], step: [1151/1581], batch loss: 0.00403, batch accuracy: 100.00, data load time: 0.00554, step time: 0.01113,
epoch: [8], step: [1451/1581], batch loss: 0.12907, batch accuracy: 93.75, data load time: 0.00027, step time: 0.01643,
epoch: [9], step: [170/1581], batch loss: 0.08829, batch accuracy: 96.88, data load time: 0.00347, step time: 0.01126,
epoch: [9], step: [470/1581], batch loss: 0.22196, batch accuracy: 93.75, data load time: 0.00023, step time: 0.01248,
epoch: [9], step: [770/1581], batch loss: 0.02527, batch accuracy: 100.00, data load time: 0.00044, step time: 0.01209,
epoch: [9], step: [1070/1581], batch loss: 0.04156, batch accuracy: 100.00, data load time: 0.00022, step time: 0.01028,
epoch: [9], step: [1370/1581], batch loss: 0.03554, batch accuracy: 100.00, data load time: 0.00023, step time: 0.01499,
validation loss: 1.24070, accuracy: 71.55, class_accuracy: [71.1864406779661, 97.36842105263158, 63.24786324786325, 78.76106194690266, 93.22033898305085, 47.706422018348626, 94.28571428571429, 77.87610619469027, 57.142857142857146, 64.40677966101696]
epoch: [10], step: [89/1581], batch loss: 0.01017, batch accuracy: 100.00, data load time: 0.00022, step time: 0.01496,
epoch: [10], step: [389/1581], batch loss: 0.04508, batch accuracy: 96.88, data load time: 0.00023, step time: 0.01301,
epoch: [10], step: [689/1581], batch loss: 0.14759, batch accuracy: 93.75, data load time: 0.00025, step time: 0.01555,
epoch: [10], step: [989/1581], batch loss: 0.06163, batch accuracy: 96.88, data load time: 0.00558, step time: 0.01038,
epoch: [10], step: [1289/1581], batch loss: 0.06094, batch accuracy: 96.88, data load time: 0.00024, step time: 0.00942,
epoch: [11], step: [8/1581], batch loss: 0.01268, batch accuracy: 100.00, data load time: 0.00020, step time: 0.01941,
epoch: [11], step: [308/1581], batch loss: 0.07031, batch accuracy: 96.88, data load time: 0.00157, step time: 0.00951,
epoch: [11], step: [608/1581], batch loss: 0.02768, batch accuracy: 100.00, data load time: 0.00021, step time: 0.01058,
epoch: [11], step: [908/1581], batch loss: 0.00818, batch accuracy: 100.00, data load time: 0.00024, step time: 0.01499,
epoch: [11], step: [1208/1581], batch loss: 0.10658, batch accuracy: 96.88, data load time: 0.00022, step time: 0.01538,
epoch: [11], step: [1508/1581], batch loss: 0.01114, batch accuracy: 100.00, data load time: 0.00583, step time: 0.01072,
epoch: [12], step: [227/1581], batch loss: 0.01425, batch accuracy: 100.00, data load time: 0.00022, step time: 0.00975,
epoch: [12], step: [527/1581], batch loss: 0.07409, batch accuracy: 96.88, data load time: 0.00023, step time: 0.00963,
epoch: [12], step: [827/1581], batch loss: 0.01125, batch accuracy: 100.00, data load time: 0.00023, step time: 0.01438,
epoch: [12], step: [1127/1581], batch loss: 0.02300, batch accuracy: 100.00, data load time: 0.00127, step time: 0.01174,
epoch: [12], step: [1427/1581], batch loss: 0.00692, batch accuracy: 100.00, data load time: 0.00433, step time: 0.01207,
epoch: [13], step: [146/1581], batch loss: 0.02847, batch accuracy: 100.00, data load time: 0.00022, step time: 0.01513,
epoch: [13], step: [446/1581], batch loss: 0.01841, batch accuracy: 100.00, data load time: 0.01193, step time: 0.00951,
epoch: [13], step: [746/1581], batch loss: 0.01690, batch accuracy: 100.00, data load time: 0.00023, step time: 0.01267,
epoch: [13], step: [1046/1581], batch loss: 0.00883, batch accuracy: 100.00, data load time: 0.00022, step time: 0.01152,
epoch: [13], step: [1346/1581], batch loss: 0.05799, batch accuracy: 96.88, data load time: 0.00556, step time: 0.01196,
epoch: [14], step: [65/1581], batch loss: 0.00097, batch accuracy: 100.00, data load time: 0.00125, step time: 0.01102,
epoch: [14], step: [365/1581], batch loss: 0.03575, batch accuracy: 100.00, data load time: 0.00124, step time: 0.01088,
epoch: [14], step: [665/1581], batch loss: 0.00194, batch accuracy: 100.00, data load time: 0.00022, step time: 0.01081,
epoch: [14], step: [965/1581], batch loss: 0.16135, batch accuracy: 90.62, data load time: 0.00022, step time: 0.01582,
epoch: [14], step: [1265/1581], batch loss: 0.02703, batch accuracy: 96.88, data load time: 0.00022, step time: 0.01051,
epoch: [14], step: [1565/1581], batch loss: 0.03477, batch accuracy: 100.00, data load time: 0.00011, step time: 0.00862,
validation loss: 1.57072, accuracy: 70.01, class_accuracy: [45.76271186440678, 92.10526315789474, 69.23076923076923, 76.10619469026548, 87.28813559322033, 55.04587155963303, 91.42857142857143, 92.03539823008849, 54.08163265306123, 64.40677966101696]
epoch: [15], step: [284/1581], batch loss: 0.09395, batch accuracy: 96.88, data load time: 0.00517, step time: 0.00983,
epoch: [15], step: [584/1581], batch loss: 0.00317, batch accuracy: 100.00, data load time: 0.00022, step time: 0.00988,
epoch: [15], step: [884/1581], batch loss: 0.01609, batch accuracy: 100.00, data load time: 0.00022, step time: 0.01181,
epoch: [15], step: [1184/1581], batch loss: 0.00770, batch accuracy: 100.00, data load time: 0.00575, step time: 0.01055,
epoch: [15], step: [1484/1581], batch loss: 0.00301, batch accuracy: 100.00, data load time: 0.00024, step time: 0.00935,
epoch: [16], step: [203/1581], batch loss: 0.00472, batch accuracy: 100.00, data load time: 0.00022, step time: 0.01475,
epoch: [16], step: [503/1581], batch loss: 0.45924, batch accuracy: 96.88, data load time: 0.00023, step time: 0.00998,
epoch: [16], step: [803/1581], batch loss: 0.02145, batch accuracy: 96.88, data load time: 0.00024, step time: 0.01088,
epoch: [16], step: [1103/1581], batch loss: 0.06068, batch accuracy: 96.88, data load time: 0.00022, step time: 0.00963,
epoch: [16], step: [1403/1581], batch loss: 0.01410, batch accuracy: 100.00, data load time: 0.00020, step time: 0.00996,
epoch: [17], step: [122/1581], batch loss: 0.00696, batch accuracy: 100.00, data load time: 0.00022, step time: 0.01517,
epoch: [17], step: [422/1581], batch loss: 0.00667, batch accuracy: 100.00, data load time: 0.00570, step time: 0.01181,
epoch: [17], step: [722/1581], batch loss: 0.00289, batch accuracy: 100.00, data load time: 0.00023, step time: 0.01029,
epoch: [17], step: [1022/1581], batch loss: 0.05317, batch accuracy: 96.88, data load time: 0.00575, step time: 0.01116,
epoch: [17], step: [1322/1581], batch loss: 0.01143, batch accuracy: 100.00, data load time: 0.00021, step time: 0.01460,
epoch: [18], step: [41/1581], batch loss: 0.02455, batch accuracy: 100.00, data load time: 0.00019, step time: 0.01486,
epoch: [18], step: [341/1581], batch loss: 0.00320, batch accuracy: 100.00, data load time: 0.00023, step time: 0.01503,
epoch: [18], step: [641/1581], batch loss: 0.00728, batch accuracy: 100.00, data load time: 0.00035, step time: 0.00973,
epoch: [18], step: [941/1581], batch loss: 0.00098, batch accuracy: 100.00, data load time: 0.00022, step time: 0.01451,
epoch: [18], step: [1241/1581], batch loss: 0.26593, batch accuracy: 93.75, data load time: 0.00036, step time: 0.01045,
epoch: [18], step: [1541/1581], batch loss: 0.00104, batch accuracy: 100.00, data load time: 0.00017, step time: 0.00910,
epoch: [19], step: [260/1581], batch loss: 0.09478, batch accuracy: 96.88, data load time: 0.00135, step time: 0.01163,
epoch: [19], step: [560/1581], batch loss: 0.10087, batch accuracy: 93.75, data load time: 0.00023, step time: 0.01766,
