Using CUDA...
Writing logs to logs/CNN_bn_epochs=50_dropout=0.5_bs=32_optim=Adam_decay=0.0001_lr=0.001_momentum=0.9_mode=LMC_run_0
epoch: [0], step: [299/1581], batch loss: 1.34458, batch accuracy: 46.88, data load time: 0.00055, step time: 0.01151,
epoch: [0], step: [599/1581], batch loss: 0.96078, batch accuracy: 71.88, data load time: 0.00022, step time: 0.01659,
epoch: [0], step: [899/1581], batch loss: 0.62916, batch accuracy: 81.25, data load time: 0.00584, step time: 0.01106,
epoch: [0], step: [1199/1581], batch loss: 0.78468, batch accuracy: 75.00, data load time: 0.00025, step time: 0.01233,
epoch: [0], step: [1499/1581], batch loss: 0.89411, batch accuracy: 65.62, data load time: 0.00023, step time: 0.00943,
epoch: [1], step: [218/1581], batch loss: 0.93319, batch accuracy: 71.88, data load time: 0.00027, step time: 0.01046,
epoch: [1], step: [518/1581], batch loss: 0.31146, batch accuracy: 90.62, data load time: 0.00398, step time: 0.01017,
epoch: [1], step: [818/1581], batch loss: 0.56304, batch accuracy: 75.00, data load time: 0.00027, step time: 0.00986,
epoch: [1], step: [1118/1581], batch loss: 0.50863, batch accuracy: 68.75, data load time: 0.00023, step time: 0.01710,
epoch: [1], step: [1418/1581], batch loss: 0.32317, batch accuracy: 90.62, data load time: 0.00022, step time: 0.01456,
epoch: [2], step: [137/1581], batch loss: 0.28600, batch accuracy: 90.62, data load time: 0.00021, step time: 0.01122,
epoch: [2], step: [437/1581], batch loss: 0.45554, batch accuracy: 87.50, data load time: 0.00367, step time: 0.01226,
epoch: [2], step: [737/1581], batch loss: 0.54502, batch accuracy: 90.62, data load time: 0.00570, step time: 0.00973,
epoch: [2], step: [1037/1581], batch loss: 0.20182, batch accuracy: 93.75, data load time: 0.00022, step time: 0.01479,
epoch: [2], step: [1337/1581], batch loss: 0.20074, batch accuracy: 90.62, data load time: 0.00548, step time: 0.01212,
epoch: [3], step: [56/1581], batch loss: 0.16082, batch accuracy: 93.75, data load time: 0.00349, step time: 0.01318,
epoch: [3], step: [356/1581], batch loss: 0.16163, batch accuracy: 96.88, data load time: 0.00027, step time: 0.01018,
epoch: [3], step: [656/1581], batch loss: 0.12700, batch accuracy: 93.75, data load time: 0.00023, step time: 0.01011,
epoch: [3], step: [956/1581], batch loss: 0.42594, batch accuracy: 87.50, data load time: 0.00023, step time: 0.01615,
epoch: [3], step: [1256/1581], batch loss: 0.16440, batch accuracy: 93.75, data load time: 0.00023, step time: 0.01021,
