Using CUDA...
Writing logs to logs/CNN_bn_dropout=0.5_bs=32_lr=0.001_momentum=0.9_brightness=0_rotation=0_run_3
epoch: [0], step: [299/1581], batch loss: 1.00352, batch accuracy: 68.75, data load time: 0.00019, step time: 0.00941,
epoch: [0], step: [599/1581], batch loss: 0.89444, batch accuracy: 65.62, data load time: 0.00171, step time: 0.00941,
epoch: [0], step: [899/1581], batch loss: 0.75055, batch accuracy: 68.75, data load time: 0.00175, step time: 0.00978,
epoch: [0], step: [1199/1581], batch loss: 0.54105, batch accuracy: 81.25, data load time: 0.00021, step time: 0.00940,
epoch: [0], step: [1499/1581], batch loss: 1.11983, batch accuracy: 65.62, data load time: 0.00015, step time: 0.00941,
epoch: [1], step: [218/1581], batch loss: 0.21772, batch accuracy: 93.75, data load time: 0.00014, step time: 0.00942,
epoch: [1], step: [518/1581], batch loss: 0.16679, batch accuracy: 93.75, data load time: 0.00014, step time: 0.00942,
epoch: [1], step: [818/1581], batch loss: 0.77399, batch accuracy: 62.50, data load time: 0.00014, step time: 0.00941,
epoch: [1], step: [1118/1581], batch loss: 0.37922, batch accuracy: 87.50, data load time: 0.00236, step time: 0.00939,
epoch: [1], step: [1418/1581], batch loss: 0.58325, batch accuracy: 81.25, data load time: 0.00014, step time: 0.01476,
epoch: [2], step: [137/1581], batch loss: 0.44337, batch accuracy: 84.38, data load time: 0.00019, step time: 0.00942,
epoch: [2], step: [437/1581], batch loss: 0.35657, batch accuracy: 87.50, data load time: 0.00014, step time: 0.00942,
epoch: [2], step: [737/1581], batch loss: 0.24782, batch accuracy: 90.62, data load time: 0.00022, step time: 0.00991,
epoch: [2], step: [1037/1581], batch loss: 0.55068, batch accuracy: 81.25, data load time: 0.00015, step time: 0.00941,
epoch: [2], step: [1337/1581], batch loss: 0.77477, batch accuracy: 75.00, data load time: 0.00185, step time: 0.00943,
epoch: [3], step: [56/1581], batch loss: 0.30544, batch accuracy: 90.62, data load time: 0.00596, step time: 0.00993,
epoch: [3], step: [356/1581], batch loss: 0.24361, batch accuracy: 90.62, data load time: 0.00248, step time: 0.00942,
epoch: [3], step: [656/1581], batch loss: 0.17583, batch accuracy: 96.88, data load time: 0.00014, step time: 0.00941,
epoch: [3], step: [956/1581], batch loss: 0.27238, batch accuracy: 90.62, data load time: 0.00016, step time: 0.00941,
epoch: [3], step: [1256/1581], batch loss: 0.21915, batch accuracy: 87.50, data load time: 0.00185, step time: 0.01738,
epoch: [3], step: [1556/1581], batch loss: 0.33435, batch accuracy: 87.50, data load time: 0.00012, step time: 0.00941,
epoch: [4], step: [275/1581], batch loss: 0.27247, batch accuracy: 87.50, data load time: 0.00166, step time: 0.00941,
epoch: [4], step: [575/1581], batch loss: 0.24311, batch accuracy: 90.62, data load time: 0.00014, step time: 0.00941,
epoch: [4], step: [875/1581], batch loss: 0.42337, batch accuracy: 84.38, data load time: 0.00018, step time: 0.00956,
epoch: [4], step: [1175/1581], batch loss: 0.17420, batch accuracy: 93.75, data load time: 0.00020, step time: 0.00944,
epoch: [4], step: [1475/1581], batch loss: 0.36377, batch accuracy: 87.50, data load time: 0.00188, step time: 0.00941,
validation loss: 1.29553, accuracy: 70.42, class_accuracy: [54.42857142857143, 85.36585365853658, 68.29971181556196, 67.43362831858407, 66.40866873065015, 52.78637770897833, 83.33333333333333, 95.64516129032258, 57.88530465949821, 93.14285714285714]
epoch: [5], step: [194/1581], batch loss: 0.10319, batch accuracy: 96.88, data load time: 0.00014, step time: 0.00939,
epoch: [5], step: [494/1581], batch loss: 0.17377, batch accuracy: 93.75, data load time: 0.00675, step time: 0.00940,
epoch: [5], step: [794/1581], batch loss: 0.12029, batch accuracy: 93.75, data load time: 0.00019, step time: 0.00939,
epoch: [5], step: [1094/1581], batch loss: 0.29260, batch accuracy: 87.50, data load time: 0.00014, step time: 0.00943,
