Using CUDA...
Writing logs to logs/CNN_bn_epochs=50_dropout=0.5_bs=32_lr=0.001_momentum=0.9_mode=MLMC_run_2
epoch: [0], step: [299/1581], batch loss: 1.85954, batch accuracy: 31.25, data load time: 0.00037, step time: 0.01393,
epoch: [0], step: [599/1581], batch loss: 1.60887, batch accuracy: 46.88, data load time: 0.00033, step time: 0.01321,
epoch: [0], step: [899/1581], batch loss: 1.24288, batch accuracy: 62.50, data load time: 0.00025, step time: 0.01318,
epoch: [0], step: [1199/1581], batch loss: 0.96987, batch accuracy: 65.62, data load time: 0.00032, step time: 0.01320,
epoch: [0], step: [1499/1581], batch loss: 0.57316, batch accuracy: 81.25, data load time: 0.00026, step time: 0.01322,
epoch: [1], step: [218/1581], batch loss: 0.92310, batch accuracy: 65.62, data load time: 0.00373, step time: 0.01486,
epoch: [1], step: [518/1581], batch loss: 0.80261, batch accuracy: 75.00, data load time: 0.00024, step time: 0.01321,
epoch: [1], step: [818/1581], batch loss: 0.62340, batch accuracy: 81.25, data load time: 0.00026, step time: 0.01319,
epoch: [1], step: [1118/1581], batch loss: 0.81698, batch accuracy: 81.25, data load time: 0.00025, step time: 0.01323,
epoch: [1], step: [1418/1581], batch loss: 1.48037, batch accuracy: 53.12, data load time: 0.00462, step time: 0.01427,
epoch: [2], step: [137/1581], batch loss: 0.37194, batch accuracy: 93.75, data load time: 0.00450, step time: 0.01406,
epoch: [2], step: [437/1581], batch loss: 0.30442, batch accuracy: 90.62, data load time: 0.00026, step time: 0.01321,
epoch: [2], step: [737/1581], batch loss: 0.53330, batch accuracy: 78.12, data load time: 0.00025, step time: 0.01321,
epoch: [2], step: [1037/1581], batch loss: 0.80713, batch accuracy: 75.00, data load time: 0.00025, step time: 0.01324,
epoch: [2], step: [1337/1581], batch loss: 0.29107, batch accuracy: 93.75, data load time: 0.00026, step time: 0.01320,
epoch: [3], step: [56/1581], batch loss: 0.37133, batch accuracy: 90.62, data load time: 0.00022, step time: 0.01324,
epoch: [3], step: [356/1581], batch loss: 0.65402, batch accuracy: 78.12, data load time: 0.00027, step time: 0.01320,
epoch: [3], step: [656/1581], batch loss: 0.37268, batch accuracy: 87.50, data load time: 0.00024, step time: 0.01321,
epoch: [3], step: [956/1581], batch loss: 0.35319, batch accuracy: 87.50, data load time: 0.00659, step time: 0.01326,
epoch: [3], step: [1256/1581], batch loss: 0.29721, batch accuracy: 93.75, data load time: 0.00025, step time: 0.01319,
epoch: [3], step: [1556/1581], batch loss: 0.48475, batch accuracy: 84.38, data load time: 0.00014, step time: 0.01313,
epoch: [4], step: [275/1581], batch loss: 0.45142, batch accuracy: 87.50, data load time: 0.00025, step time: 0.01322,
epoch: [4], step: [575/1581], batch loss: 0.37387, batch accuracy: 84.38, data load time: 0.00026, step time: 0.01326,
epoch: [4], step: [875/1581], batch loss: 0.39327, batch accuracy: 93.75, data load time: 0.00377, step time: 0.01320,
epoch: [4], step: [1175/1581], batch loss: 0.41035, batch accuracy: 90.62, data load time: 0.00026, step time: 0.01322,
epoch: [4], step: [1475/1581], batch loss: 0.32867, batch accuracy: 87.50, data load time: 0.00024, step time: 0.01323,
