Using CUDA...
Writing logs to logs/CNN_bn_epochs=50_dropout=0.5_bs=32_optim=Adam_decay=1e-05_lr=0.001_momentum=0.9_mode=LMC_run_0
epoch: [0], step: [299/1581], batch loss: 1.63477, batch accuracy: 43.75, data load time: 0.00022, step time: 0.01141,
epoch: [0], step: [599/1581], batch loss: 1.48334, batch accuracy: 50.00, data load time: 0.00260, step time: 0.01071,
epoch: [0], step: [899/1581], batch loss: 1.12335, batch accuracy: 62.50, data load time: 0.00290, step time: 0.01019,
epoch: [0], step: [1199/1581], batch loss: 1.09352, batch accuracy: 62.50, data load time: 0.00027, step time: 0.01619,
epoch: [0], step: [1499/1581], batch loss: 0.98714, batch accuracy: 65.62, data load time: 0.00024, step time: 0.01027,
epoch: [1], step: [218/1581], batch loss: 0.54292, batch accuracy: 87.50, data load time: 0.00043, step time: 0.01034,
epoch: [1], step: [518/1581], batch loss: 0.37274, batch accuracy: 84.38, data load time: 0.00023, step time: 0.01745,
epoch: [1], step: [818/1581], batch loss: 0.87049, batch accuracy: 75.00, data load time: 0.00025, step time: 0.01668,
epoch: [1], step: [1118/1581], batch loss: 0.64290, batch accuracy: 78.12, data load time: 0.00022, step time: 0.01001,
epoch: [1], step: [1418/1581], batch loss: 0.52012, batch accuracy: 81.25, data load time: 0.00024, step time: 0.01157,
epoch: [2], step: [137/1581], batch loss: 0.54217, batch accuracy: 84.38, data load time: 0.00022, step time: 0.01005,
epoch: [2], step: [437/1581], batch loss: 0.63538, batch accuracy: 84.38, data load time: 0.00022, step time: 0.01315,
epoch: [2], step: [737/1581], batch loss: 0.27427, batch accuracy: 87.50, data load time: 0.00023, step time: 0.01160,
epoch: [2], step: [1037/1581], batch loss: 0.35115, batch accuracy: 87.50, data load time: 0.00023, step time: 0.01732,
epoch: [2], step: [1337/1581], batch loss: 0.49966, batch accuracy: 87.50, data load time: 0.00022, step time: 0.01060,
epoch: [3], step: [56/1581], batch loss: 0.43051, batch accuracy: 84.38, data load time: 0.00020, step time: 0.01131,
epoch: [3], step: [356/1581], batch loss: 0.50872, batch accuracy: 81.25, data load time: 0.00023, step time: 0.01166,
epoch: [3], step: [656/1581], batch loss: 0.49339, batch accuracy: 75.00, data load time: 0.00030, step time: 0.01207,
epoch: [3], step: [956/1581], batch loss: 0.06396, batch accuracy: 100.00, data load time: 0.00022, step time: 0.01001,
epoch: [3], step: [1256/1581], batch loss: 0.42844, batch accuracy: 87.50, data load time: 0.00024, step time: 0.01428,
epoch: [3], step: [1556/1581], batch loss: 0.55912, batch accuracy: 84.38, data load time: 0.00011, step time: 0.00870,
epoch: [4], step: [275/1581], batch loss: 0.21068, batch accuracy: 90.62, data load time: 0.00463, step time: 0.01500,
epoch: [4], step: [575/1581], batch loss: 0.51948, batch accuracy: 81.25, data load time: 0.00023, step time: 0.00948,
epoch: [4], step: [875/1581], batch loss: 0.84182, batch accuracy: 71.88, data load time: 0.00030, step time: 0.01053,
epoch: [4], step: [1175/1581], batch loss: 0.39388, batch accuracy: 84.38, data load time: 0.00055, step time: 0.01047,
epoch: [4], step: [1475/1581], batch loss: 0.23390, batch accuracy: 96.88, data load time: 0.00332, step time: 0.01141,
validation loss: 0.89300, accuracy: 71.85, class_accuracy: [63.559322033898304, 94.73684210526316, 69.23076923076923, 76.99115044247787, 72.88135593220339, 57.79816513761468, 100.0, 90.26548672566372, 46.93877551020408, 77.11864406779661]
class_avg: 74.95205111858911
epoch: [5], step: [194/1581], batch loss: 0.21105, batch accuracy: 93.75, data load time: 0.00363, step time: 0.01013,
epoch: [5], step: [494/1581], batch loss: 0.27536, batch accuracy: 90.62, data load time: 0.00022, step time: 0.01024,
epoch: [5], step: [794/1581], batch loss: 0.15645, batch accuracy: 96.88, data load time: 0.00022, step time: 0.01570,
epoch: [5], step: [1094/1581], batch loss: 0.23942, batch accuracy: 90.62, data load time: 0.00026, step time: 0.01066,
epoch: [5], step: [1394/1581], batch loss: 0.26586, batch accuracy: 87.50, data load time: 0.00025, step time: 0.00996,
epoch: [6], step: [113/1581], batch loss: 0.21223, batch accuracy: 84.38, data load time: 0.00022, step time: 0.01752,
epoch: [6], step: [413/1581], batch loss: 0.12309, batch accuracy: 96.88, data load time: 0.00023, step time: 0.00984,
epoch: [6], step: [713/1581], batch loss: 0.15048, batch accuracy: 93.75, data load time: 0.00023, step time: 0.00951,
epoch: [6], step: [1013/1581], batch loss: 0.51337, batch accuracy: 90.62, data load time: 0.00055, step time: 0.00957,
epoch: [6], step: [1313/1581], batch loss: 0.36552, batch accuracy: 90.62, data load time: 0.00033, step time: 0.01033,
epoch: [7], step: [32/1581], batch loss: 0.19836, batch accuracy: 90.62, data load time: 0.00019, step time: 0.01059,
epoch: [7], step: [332/1581], batch loss: 0.03514, batch accuracy: 100.00, data load time: 0.00021, step time: 0.01070,
epoch: [7], step: [632/1581], batch loss: 0.09447, batch accuracy: 96.88, data load time: 0.00025, step time: 0.01083,
epoch: [7], step: [932/1581], batch loss: 0.10393, batch accuracy: 100.00, data load time: 0.00027, step time: 0.01294,
epoch: [7], step: [1232/1581], batch loss: 0.33502, batch accuracy: 93.75, data load time: 0.00556, step time: 0.01066,
epoch: [7], step: [1532/1581], batch loss: 0.19858, batch accuracy: 87.50, data load time: 0.00016, step time: 0.00921,
epoch: [8], step: [251/1581], batch loss: 0.49751, batch accuracy: 93.75, data load time: 0.00024, step time: 0.01448,
epoch: [8], step: [551/1581], batch loss: 0.25757, batch accuracy: 84.38, data load time: 0.00024, step time: 0.01298,
epoch: [8], step: [851/1581], batch loss: 0.29527, batch accuracy: 90.62, data load time: 0.00024, step time: 0.01009,
epoch: [8], step: [1151/1581], batch loss: 0.13778, batch accuracy: 93.75, data load time: 0.00031, step time: 0.00980,
epoch: [8], step: [1451/1581], batch loss: 0.22132, batch accuracy: 90.62, data load time: 0.00098, step time: 0.01033,
epoch: [9], step: [170/1581], batch loss: 0.11867, batch accuracy: 96.88, data load time: 0.00586, step time: 0.01248,
epoch: [9], step: [470/1581], batch loss: 0.18791, batch accuracy: 87.50, data load time: 0.00024, step time: 0.01009,
epoch: [9], step: [770/1581], batch loss: 0.12498, batch accuracy: 96.88, data load time: 0.00020, step time: 0.01117,
epoch: [9], step: [1070/1581], batch loss: 0.18203, batch accuracy: 87.50, data load time: 0.00021, step time: 0.01104,
epoch: [9], step: [1370/1581], batch loss: 0.03777, batch accuracy: 100.00, data load time: 0.00122, step time: 0.01266,
validation loss: 0.99475, accuracy: 70.01, class_accuracy: [39.83050847457627, 97.36842105263158, 76.92307692307692, 65.48672566371681, 77.11864406779661, 50.45871559633027, 97.14285714285714, 94.69026548672566, 63.265306122448976, 73.72881355932203]
class_avg: 73.60133340894824
epoch: [10], step: [89/1581], batch loss: 0.12610, batch accuracy: 93.75, data load time: 0.00023, step time: 0.01787,
epoch: [10], step: [389/1581], batch loss: 0.09768, batch accuracy: 96.88, data load time: 0.00236, step time: 0.01212,
epoch: [10], step: [689/1581], batch loss: 0.07827, batch accuracy: 96.88, data load time: 0.00022, step time: 0.01494,
epoch: [10], step: [989/1581], batch loss: 0.14844, batch accuracy: 93.75, data load time: 0.00023, step time: 0.01021,
epoch: [10], step: [1289/1581], batch loss: 0.03371, batch accuracy: 96.88, data load time: 0.00342, step time: 0.01052,
epoch: [11], step: [8/1581], batch loss: 0.37732, batch accuracy: 84.38, data load time: 0.00453, step time: 0.01407,
