Using CUDA...
tensor([1.0006, 3.4515, 1.0082, 1.2300, 1.1086, 1.0027, 5.6646, 1.0702, 1.0825,
        1.0000], device='cuda:0')
Writing logs to logs/CNN_bn_epochs=50_dropout=0.5_bs=32_lr=0.001_momentum=0.9_mode=MLMC_run_9
epoch: [0], step: [299/1581], batch loss: 1.79983, batch accuracy: 40.62, data load time: 0.00026, step time: 0.01165,
epoch: [0], step: [599/1581], batch loss: 1.52391, batch accuracy: 40.62, data load time: 0.00027, step time: 0.01164,
epoch: [0], step: [899/1581], batch loss: 1.66491, batch accuracy: 46.88, data load time: 0.00026, step time: 0.01226,
epoch: [0], step: [1199/1581], batch loss: 1.37767, batch accuracy: 56.25, data load time: 0.00025, step time: 0.01999,
epoch: [0], step: [1499/1581], batch loss: 1.02206, batch accuracy: 62.50, data load time: 0.00026, step time: 0.02024,
epoch: [1], step: [218/1581], batch loss: 1.19033, batch accuracy: 56.25, data load time: 0.00027, step time: 0.01166,
epoch: [1], step: [518/1581], batch loss: 0.89761, batch accuracy: 62.50, data load time: 0.00027, step time: 0.01671,
epoch: [1], step: [818/1581], batch loss: 1.09305, batch accuracy: 53.12, data load time: 0.00025, step time: 0.01644,
epoch: [1], step: [1118/1581], batch loss: 1.49560, batch accuracy: 53.12, data load time: 0.00029, step time: 0.01891,
epoch: [1], step: [1418/1581], batch loss: 0.96471, batch accuracy: 65.62, data load time: 0.00026, step time: 0.01220,
epoch: [2], step: [137/1581], batch loss: 1.04848, batch accuracy: 62.50, data load time: 0.00024, step time: 0.01162,
epoch: [2], step: [437/1581], batch loss: 0.74835, batch accuracy: 68.75, data load time: 0.00026, step time: 0.01232,
epoch: [2], step: [737/1581], batch loss: 0.70530, batch accuracy: 65.62, data load time: 0.00025, step time: 0.01164,
epoch: [2], step: [1037/1581], batch loss: 0.77100, batch accuracy: 75.00, data load time: 0.00026, step time: 0.01410,
epoch: [2], step: [1337/1581], batch loss: 0.67865, batch accuracy: 71.88, data load time: 0.00028, step time: 0.01366,
epoch: [3], step: [56/1581], batch loss: 1.16252, batch accuracy: 50.00, data load time: 0.00023, step time: 0.01918,
epoch: [3], step: [356/1581], batch loss: 0.75456, batch accuracy: 68.75, data load time: 0.00030, step time: 0.01315,
epoch: [3], step: [656/1581], batch loss: 0.54340, batch accuracy: 75.00, data load time: 0.00030, step time: 0.01230,
epoch: [3], step: [956/1581], batch loss: 0.86869, batch accuracy: 78.12, data load time: 0.00026, step time: 0.01753,
epoch: [3], step: [1256/1581], batch loss: 0.60592, batch accuracy: 71.88, data load time: 0.00025, step time: 0.01161,
epoch: [3], step: [1556/1581], batch loss: 0.56769, batch accuracy: 81.25, data load time: 0.00014, step time: 0.01154,
epoch: [4], step: [275/1581], batch loss: 0.84509, batch accuracy: 71.88, data load time: 0.00025, step time: 0.01208,
epoch: [4], step: [575/1581], batch loss: 0.61656, batch accuracy: 81.25, data load time: 0.00026, step time: 0.01215,
epoch: [4], step: [875/1581], batch loss: 0.38627, batch accuracy: 87.50, data load time: 0.00024, step time: 0.01161,
epoch: [4], step: [1175/1581], batch loss: 0.34424, batch accuracy: 90.62, data load time: 0.00753, step time: 0.01163,
epoch: [4], step: [1475/1581], batch loss: 0.69999, batch accuracy: 75.00, data load time: 0.00029, step time: 0.01807,
validation loss: 1.94328, accuracy: 45.24, class_accuracy: [59.32203389830509, 50.0, 5.982905982905983, 47.78761061946903, 86.44067796610169, 22.01834862385321, 94.28571428571429, 73.45132743362832, 33.673469387755105, 14.40677966101695]
epoch: [5], step: [194/1581], batch loss: 0.54245, batch accuracy: 75.00, data load time: 0.00027, step time: 0.01164,
epoch: [5], step: [494/1581], batch loss: 0.53203, batch accuracy: 81.25, data load time: 0.00027, step time: 0.01189,
epoch: [5], step: [794/1581], batch loss: 0.58480, batch accuracy: 81.25, data load time: 0.00420, step time: 0.01334,
epoch: [5], step: [1094/1581], batch loss: 0.42181, batch accuracy: 87.50, data load time: 0.00030, step time: 0.01384,
epoch: [5], step: [1394/1581], batch loss: 0.39285, batch accuracy: 78.12, data load time: 0.00026, step time: 0.01366,
epoch: [6], step: [113/1581], batch loss: 0.56363, batch accuracy: 78.12, data load time: 0.00027, step time: 0.01237,
epoch: [6], step: [413/1581], batch loss: 0.41483, batch accuracy: 90.62, data load time: 0.00027, step time: 0.01221,
epoch: [6], step: [713/1581], batch loss: 0.67404, batch accuracy: 68.75, data load time: 0.00024, step time: 0.01172,
epoch: [6], step: [1013/1581], batch loss: 0.36899, batch accuracy: 87.50, data load time: 0.00026, step time: 0.01264,
epoch: [6], step: [1313/1581], batch loss: 0.42588, batch accuracy: 78.12, data load time: 0.00025, step time: 0.01163,
epoch: [7], step: [32/1581], batch loss: 0.48176, batch accuracy: 78.12, data load time: 0.00022, step time: 0.01923,
epoch: [7], step: [332/1581], batch loss: 0.50723, batch accuracy: 75.00, data load time: 0.00026, step time: 0.01166,
epoch: [7], step: [632/1581], batch loss: 0.42124, batch accuracy: 90.62, data load time: 0.00025, step time: 0.02084,
epoch: [7], step: [932/1581], batch loss: 0.35379, batch accuracy: 75.00, data load time: 0.00025, step time: 0.01298,
epoch: [7], step: [1232/1581], batch loss: 0.51412, batch accuracy: 75.00, data load time: 0.00026, step time: 0.01164,
epoch: [7], step: [1532/1581], batch loss: 0.39607, batch accuracy: 81.25, data load time: 0.00022, step time: 0.01162,
epoch: [8], step: [251/1581], batch loss: 0.63188, batch accuracy: 68.75, data load time: 0.00029, step time: 0.01421,
epoch: [8], step: [551/1581], batch loss: 0.48263, batch accuracy: 78.12, data load time: 0.00026, step time: 0.02088,
epoch: [8], step: [851/1581], batch loss: 0.36910, batch accuracy: 84.38, data load time: 0.00027, step time: 0.01167,
epoch: [8], step: [1151/1581], batch loss: 0.35485, batch accuracy: 87.50, data load time: 0.00026, step time: 0.01161,
epoch: [8], step: [1451/1581], batch loss: 0.24771, batch accuracy: 93.75, data load time: 0.00026, step time: 0.01164,
epoch: [9], step: [170/1581], batch loss: 0.29115, batch accuracy: 87.50, data load time: 0.00025, step time: 0.01216,
epoch: [9], step: [470/1581], batch loss: 0.34611, batch accuracy: 84.38, data load time: 0.00028, step time: 0.01898,
epoch: [9], step: [770/1581], batch loss: 0.25061, batch accuracy: 96.88, data load time: 0.00025, step time: 0.01203,
epoch: [9], step: [1070/1581], batch loss: 0.27845, batch accuracy: 87.50, data load time: 0.00029, step time: 0.01173,
epoch: [9], step: [1370/1581], batch loss: 0.57922, batch accuracy: 71.88, data load time: 0.00026, step time: 0.01336,
validation loss: 1.78858, accuracy: 47.49, class_accuracy: [43.220338983050844, 60.526315789473685, 26.495726495726494, 48.67256637168141, 87.28813559322033, 22.93577981651376, 100.0, 71.68141592920354, 31.632653061224488, 24.576271186440678]
epoch: [10], step: [89/1581], batch loss: 0.41258, batch accuracy: 84.38, data load time: 0.00025, step time: 0.01213,
epoch: [10], step: [389/1581], batch loss: 0.31338, batch accuracy: 93.75, data load time: 0.00029, step time: 0.01162,
epoch: [10], step: [689/1581], batch loss: 0.24309, batch accuracy: 93.75, data load time: 0.00025, step time: 0.01584,
epoch: [10], step: [989/1581], batch loss: 0.21956, batch accuracy: 96.88, data load time: 0.00025, step time: 0.01194,
epoch: [10], step: [1289/1581], batch loss: 0.53479, batch accuracy: 78.12, data load time: 0.00025, step time: 0.01238,
epoch: [11], step: [8/1581], batch loss: 0.22603, batch accuracy: 90.62, data load time: 0.00390, step time: 0.01160,
epoch: [11], step: [308/1581], batch loss: 0.42444, batch accuracy: 81.25, data load time: 0.00024, step time: 0.01164,
epoch: [11], step: [608/1581], batch loss: 0.50869, batch accuracy: 75.00, data load time: 0.00024, step time: 0.01164,
epoch: [11], step: [908/1581], batch loss: 0.27785, batch accuracy: 87.50, data load time: 0.00024, step time: 0.01160,
epoch: [11], step: [1208/1581], batch loss: 0.33729, batch accuracy: 87.50, data load time: 0.00024, step time: 0.01160,
epoch: [11], step: [1508/1581], batch loss: 0.32670, batch accuracy: 90.62, data load time: 0.00385, step time: 0.01165,
epoch: [12], step: [227/1581], batch loss: 0.23907, batch accuracy: 93.75, data load time: 0.00025, step time: 0.01780,
epoch: [12], step: [527/1581], batch loss: 0.23428, batch accuracy: 84.38, data load time: 0.00483, step time: 0.01237,
epoch: [12], step: [827/1581], batch loss: 0.17629, batch accuracy: 90.62, data load time: 0.00026, step time: 0.01798,
epoch: [12], step: [1127/1581], batch loss: 0.31834, batch accuracy: 90.62, data load time: 0.00025, step time: 0.01373,
epoch: [12], step: [1427/1581], batch loss: 0.26343, batch accuracy: 93.75, data load time: 0.00026, step time: 0.01175,
epoch: [13], step: [146/1581], batch loss: 0.44189, batch accuracy: 81.25, data load time: 0.00025, step time: 0.01582,
epoch: [13], step: [446/1581], batch loss: 0.25851, batch accuracy: 93.75, data load time: 0.00026, step time: 0.01277,
epoch: [13], step: [746/1581], batch loss: 0.15829, batch accuracy: 93.75, data load time: 0.00025, step time: 0.02529,
epoch: [13], step: [1046/1581], batch loss: 0.16228, batch accuracy: 96.88, data load time: 0.00028, step time: 0.01968,
epoch: [13], step: [1346/1581], batch loss: 0.52392, batch accuracy: 81.25, data load time: 0.00025, step time: 0.01206,
epoch: [14], step: [65/1581], batch loss: 0.24792, batch accuracy: 90.62, data load time: 0.00026, step time: 0.01264,
epoch: [14], step: [365/1581], batch loss: 0.12356, batch accuracy: 96.88, data load time: 0.00025, step time: 0.01943,
epoch: [14], step: [665/1581], batch loss: 0.20364, batch accuracy: 90.62, data load time: 0.00025, step time: 0.01369,
epoch: [14], step: [965/1581], batch loss: 0.13337, batch accuracy: 93.75, data load time: 0.00025, step time: 0.01365,
epoch: [14], step: [1265/1581], batch loss: 0.37348, batch accuracy: 87.50, data load time: 0.00026, step time: 0.01163,
epoch: [14], step: [1565/1581], batch loss: 0.23700, batch accuracy: 90.62, data load time: 0.00013, step time: 0.01153,
validation loss: 1.58637, accuracy: 52.20, class_accuracy: [35.59322033898305, 65.78947368421052, 49.572649572649574, 60.176991150442475, 94.91525423728814, 24.770642201834864, 100.0, 68.14159292035399, 32.6530612244898, 28.8135593220339]
epoch: [15], step: [284/1581], batch loss: 0.42679, batch accuracy: 90.62, data load time: 0.00025, step time: 0.01609,
epoch: [15], step: [584/1581], batch loss: 0.30358, batch accuracy: 96.88, data load time: 0.00026, step time: 0.01161,
epoch: [15], step: [884/1581], batch loss: 0.11779, batch accuracy: 93.75, data load time: 0.00026, step time: 0.02113,
epoch: [15], step: [1184/1581], batch loss: 0.10147, batch accuracy: 96.88, data load time: 0.00408, step time: 0.01292,
epoch: [15], step: [1484/1581], batch loss: 0.14574, batch accuracy: 96.88, data load time: 0.00026, step time: 0.01207,
epoch: [16], step: [203/1581], batch loss: 0.23210, batch accuracy: 90.62, data load time: 0.00495, step time: 0.01216,
epoch: [16], step: [503/1581], batch loss: 0.20777, batch accuracy: 90.62, data load time: 0.00026, step time: 0.01165,
epoch: [16], step: [803/1581], batch loss: 0.14814, batch accuracy: 96.88, data load time: 0.00025, step time: 0.01161,
epoch: [16], step: [1103/1581], batch loss: 0.12436, batch accuracy: 93.75, data load time: 0.00028, step time: 0.01991,
epoch: [16], step: [1403/1581], batch loss: 0.14606, batch accuracy: 100.00, data load time: 0.00027, step time: 0.01163,
epoch: [17], step: [122/1581], batch loss: 0.22541, batch accuracy: 93.75, data load time: 0.00024, step time: 0.01200,
epoch: [17], step: [422/1581], batch loss: 0.29053, batch accuracy: 90.62, data load time: 0.00025, step time: 0.01160,
epoch: [17], step: [722/1581], batch loss: 0.20012, batch accuracy: 93.75, data load time: 0.00030, step time: 0.01298,
epoch: [17], step: [1022/1581], batch loss: 0.34917, batch accuracy: 87.50, data load time: 0.00025, step time: 0.01908,
epoch: [17], step: [1322/1581], batch loss: 0.03970, batch accuracy: 100.00, data load time: 0.00590, step time: 0.01196,
epoch: [18], step: [41/1581], batch loss: 0.21764, batch accuracy: 90.62, data load time: 0.00023, step time: 0.01164,
