Using CUDA...
Writing logs to logs/CNN_bn_epochs=50_dropout=0.5_bs=32_lr=0.001_momentum=0.9_mode=MC_run_1
epoch: [0], step: [299/1581], batch loss: 1.98175, batch accuracy: 25.00, data load time: 0.00024, step time: 0.01085,
epoch: [0], step: [599/1581], batch loss: 1.72076, batch accuracy: 21.88, data load time: 0.00023, step time: 0.01945,
epoch: [0], step: [899/1581], batch loss: 1.72901, batch accuracy: 18.75, data load time: 0.00022, step time: 0.01260,
epoch: [0], step: [1199/1581], batch loss: 1.55203, batch accuracy: 43.75, data load time: 0.00022, step time: 0.01075,
epoch: [0], step: [1499/1581], batch loss: 1.27166, batch accuracy: 59.38, data load time: 0.00021, step time: 0.01071,
epoch: [1], step: [218/1581], batch loss: 1.25643, batch accuracy: 46.88, data load time: 0.00023, step time: 0.01859,
epoch: [1], step: [518/1581], batch loss: 1.08942, batch accuracy: 65.62, data load time: 0.00034, step time: 0.01199,
epoch: [1], step: [818/1581], batch loss: 1.37676, batch accuracy: 43.75, data load time: 0.00024, step time: 0.01754,
epoch: [1], step: [1118/1581], batch loss: 0.98818, batch accuracy: 59.38, data load time: 0.00024, step time: 0.01708,
epoch: [1], step: [1418/1581], batch loss: 1.08959, batch accuracy: 56.25, data load time: 0.00023, step time: 0.01287,
epoch: [2], step: [137/1581], batch loss: 1.48412, batch accuracy: 56.25, data load time: 0.00394, step time: 0.02287,
epoch: [2], step: [437/1581], batch loss: 1.18125, batch accuracy: 62.50, data load time: 0.00024, step time: 0.01145,
epoch: [2], step: [737/1581], batch loss: 1.00587, batch accuracy: 71.88, data load time: 0.00023, step time: 0.01082,
epoch: [2], step: [1037/1581], batch loss: 0.66290, batch accuracy: 84.38, data load time: 0.00595, step time: 0.01073,
epoch: [2], step: [1337/1581], batch loss: 1.43887, batch accuracy: 56.25, data load time: 0.00377, step time: 0.01399,
epoch: [3], step: [56/1581], batch loss: 1.37979, batch accuracy: 53.12, data load time: 0.00021, step time: 0.01149,
epoch: [3], step: [356/1581], batch loss: 0.87697, batch accuracy: 71.88, data load time: 0.00022, step time: 0.01116,
epoch: [3], step: [656/1581], batch loss: 0.70983, batch accuracy: 81.25, data load time: 0.00026, step time: 0.01141,
epoch: [3], step: [956/1581], batch loss: 0.63097, batch accuracy: 75.00, data load time: 0.00597, step time: 0.01136,
epoch: [3], step: [1256/1581], batch loss: 0.70450, batch accuracy: 71.88, data load time: 0.00022, step time: 0.01955,
epoch: [3], step: [1556/1581], batch loss: 0.66057, batch accuracy: 78.12, data load time: 0.00012, step time: 0.01030,
epoch: [4], step: [275/1581], batch loss: 0.56990, batch accuracy: 78.12, data load time: 0.00024, step time: 0.01102,
